1.06943, 16.20237
-2.50474, 17.45575
-8.38275, 16.68436
-10.74558, 16.03704
-8.11341, 14.84059
-11.03059, 13.55475
-11.00498, 11.78910
-8.67151, 12.73160
-4.87173, 18.84045
-2.07801, 15.72392
-3.74669, 15.13202
-4.31309, 11.81897
-2.30062, 11.88008
-2.11252, 13.81974
0.73405, 12.95960
-0.48123, 14.90530
-12.99899, 8.42934
-14.79075, 8.65746
-13.30289, 4.97938
-11.61363, 7.36963
-12.42237, 3.26476
-11.00288, 5.37547
-9.72887, 7.74215
-10.16379, 10.21884
-8.20222, 10.74133
-6.56218, 11.42542
-5.77972, 13.07310
-6.33120, 15.31779
-4.55015, 16.99977
-13.07367, 12.45391
-12.58133, 10.60684
-16.16001, 9.90338
-4.15785, 7.75636
-2.75012, 9.04601
-4.99899, 9.90977
-0.71967, 10.90440
-1.26799, 8.09324
-2.44067, 6.45596
-0.59577, 6.21753
1.09521, 4.05116
-6.30343, 8.55090
-8.07670, 8.69107
-9.11546, 5.83468
-7.26773, 5.75332
-6.32356, 4.22454
-4.79917, 3.12402
-5.30886, 6.37559
-3.03794, 4.44248
-19.00400, 1.17150
-17.67522, 0.02057
-16.09611, 3.01298
-15.83687, 1.09323
-13.21483, 0.02025
-12.04869, 1.27655
-14.44172, 2.24397
-15.11005, 4.81829
2.63151, 5.09625
1.13998, 7.35587
0.50592, 9.07146
3.42547, 9.90430
1.73426, 10.36243
-16.60533, 5.77331
-17.27978, 8.08679
-17.66732, 3.68541
-6.13828, 0.40735
-4.41053, 1.43848
-7.08877, 2.58699
-14.25738, -1.96414
-16.31955, -1.36925
-17.46847, -2.68803
-16.88855, -4.33869
-17.37200, -6.25886
-9.06488, 3.17514
-10.71754, 2.53861
-8.20146, 1.16309
-10.51872, -0.28483
-9.42967, -2.72404
-7.55632, -0.99505
-6.23754, -2.25020
-3.31075, -0.75483
-9.58331, -6.87206
-6.01910, -6.22651
-6.63310, -8.53650
-4.79348, -8.75646
-4.42230, -7.03213
-4.40502, -4.68715
-2.22186, -2.97936
-4.32088, -2.33004
-14.44215, -4.66288
-12.64733, -4.85001
-11.06405, -3.71076
-12.71480, -2.98230
-11.23326, -1.93598
-6.17181, -4.31122
-7.71891, -3.28575
-9.06622, -4.54756
-8.33622, -9.16927
-11.35799, -7.18874
-10.78297, -5.52908
-8.16406, -11.58482
-9.95495, -11.45570
-8.68453, -13.89925
-10.92719, -15.09112
-9.39048, -16.00927
-13.11644, -6.51820
-15.12330, -6.36378
-17.38991, -8.66753
-14.73036, -8.76979
-14.60217, -12.37882
-12.87738, -8.78938
-12.70827, -11.45839
-11.17446, -9.50715
-2.09466, -14.38278
-5.49650, -14.93040
-3.83164, -17.00889
-2.03681, -17.24263
-4.02613, -18.95346
0.55525, -18.79410
-0.15471, -16.73134
0.54232, -11.21177
-6.64128, -16.25742
-5.55710, -17.94125
-7.06108, -13.02937
-5.18194, -11.89030
-6.00071, -10.24054
-0.34952, -12.69337
-2.77564, -12.66275
-4.38597, -13.56088
8.14194, -15.17663
6.68233, -13.46259
6.56756, -11.65097
10.43320, -8.71968
11.53822, -11.45499
8.77447, -9.29297
8.33400, -11.17259
8.57712, -13.39778
5.04816, -10.83653
3.37832, -13.36174
1.49721, -14.69726
3.22778, -15.06130
1.69066, -16.85723
4.82865, -16.59054
